id,season,match_no,date,player_name,O,M,R,W,ECON,WD,NB
27,2011/12,6th,Feb 12 2012,Nabil Samad,4,0,27,1,6.75,0,0
22,2011/12,11th,Feb 15 2012,Sohail Tanvir,3,0,16,1,5.33,1,0
20,2011/12,13th,Feb 16 2012,Muthiah Muralidaran,2,1,6,0,3.00,0,0
19,2011/12,14th,Feb 16 2012,Kieron Pollard,4,0,34,1,8.50,2,0
26,2011/12,7th,Feb 13 2012,Yasir Arafat,2,0,13,0,6.50,0,0
30,2011/12,3rd,Feb 11 2012,Shakib Al Hasan,4,0,25,1,6.25,1,0
0,2011/12,Final,Feb 29 2012,Ahmed Shehzad,3,0,31,0,10.33,0,0
31,2011/12,2nd,Feb 10 2012,Dwayne Bravo,3,0,17,3,5.66,2,0
32,2011/12,1st,Feb 10 2012,Brad Hogg,3,0,27,0,9.00,1,0
25,2011/12,8th,Feb 13 2012,Muthiah Muralidaran,4,0,27,0,6.75,1,0
29,2011/12,4th,Feb 11 2012,Chris Gayle,2,0,19,1,9.50,1,0
24,2011/12,9th,Feb 14 2012,Alok Kapali,2,0,27,3,13.50,0,0
10,2012/13,Final,Feb 19 2013,Ravi Bopara,4,0,28,1,7.00,2,0
28,2011/12,5th,Feb 12 2012,Nasir Hossain,2,0,35,0,17.50,0,0
23,2011/12,10th,Feb 14 2012,Mashrafe Mortaza,4,0,20,2,5.00,2,0
21,2011/12,12th,Feb 15 2012,Shafiul Islam,2,0,22,0,11.00,1,0
18,2011/12,15th,Feb 18 2012,Andre Russell,4,0,36,2,9.00,0,0
27,2011/12,6th,Feb 12 2012,Peter Trego,3.2,0,21,0,6.30,2,0
22,2011/12,11th,Feb 15 2012,Abul Hasan,3,0,38,0,12.66,3,0
20,2011/12,13th,Feb 16 2012,Yasir Arafat,2,0,9,0,4.50,0,0
19,2011/12,14th,Feb 16 2012,Mohammad Sami,4,0,23,3,5.75,0,0
26,2011/12,7th,Feb 13 2012,Nazmul Islam,2,0,28,1,14.00,0,0
30,2011/12,3rd,Feb 11 2012,Shafiul Islam,2,0,16,0,8.00,0,0
0,2011/12,Final,Feb 29 2012,Alauddin Babu,2,0,9,1,4.50,1,0
31,2011/12,2nd,Feb 10 2012,Muthiah Muralidaran,4,0,29,2,7.25,0,0
32,2011/12,1st,Feb 10 2012,Noor Hossain,1.1,0,19,0,16.28,1,0
25,2011/12,8th,Feb 13 2012,Enamul Haque jnr,4,0,24,1,6.00,1,0
29,2011/12,4th,Feb 11 2012,Ahmed Shehzad,3.4,0,31,1,8.45,0,0
24,2011/12,9th,Feb 14 2012,Mohammad Sami,4,0,27,1,6.75,0,0
10,2012/13,Final,Feb 19 2013,Mashrafe Mortaza,3,0,25,1,8.33,1,0
28,2011/12,5th,Feb 12 2012,Shakib Al Hasan,2,0,11,0,5.50,0,0
23,2011/12,10th,Feb 14 2012,Naved-ul-Hasan,4,0,37,0,9.25,1,0
21,2011/12,12th,Feb 15 2012,Shakib Al Hasan,4,0,35,2,8.75,0,0
18,2011/12,15th,Feb 18 2012,Nasir Hossain,2,0,16,0,8.00,0,0
27,2011/12,6th,Feb 12 2012,Naeem Islam,1,0,15,0,15.00,2,0
22,2011/12,11th,Feb 15 2012,Peter Trego,3,0,30,1,10.00,0,0
20,2011/12,13th,Feb 16 2012,Kabir Ali,2,0,25,0,12.50,0,0
19,2011/12,14th,Feb 16 2012,Monir Hossain,4,0,22,2,5.50,0,0
26,2011/12,7th,Feb 13 2012,Al-Amin Hossain,3,0,23,0,7.66,0,0
30,2011/12,3rd,Feb 11 2012,Andre Russell,4,0,35,4,8.75,1,0
31,2011/12,2nd,Feb 10 2012,Mahmudullah,4,0,24,1,6.00,0,0
32,2011/12,1st,Feb 10 2012,Peter Trego,1,0,23,0,23.00,0,0
25,2011/12,8th,Feb 13 2012,Faisal Hossain,1,0,21,0,21.00,0,0
24,2011/12,9th,Feb 14 2012,Syed Rasel,1,0,13,0,13.00,0,0
10,2012/13,Final,Feb 19 2013,Alfonso Thomas,2.5,0,19,3,6.70,0,0
28,2011/12,5th,Feb 12 2012,Abdur Razzak,2,0,7,2,3.50,0,0
23,2011/12,10th,Feb 14 2012,Mohammad Ashraful,1,0,22,0,22.00,0,0
21,2011/12,12th,Feb 15 2012,Nasir Hossain,2,0,12,1,6.00,0,0
18,2011/12,15th,Feb 18 2012,Shakib Al Hasan,4,0,30,2,7.50,0,0
27,2011/12,6th,Feb 12 2012,Gary Keedy,2,0,18,0,9.00,0,0
22,2011/12,11th,Feb 15 2012,Nabil Samad,4,0,24,0,6.00,0,0
20,2011/12,13th,Feb 16 2012,Sohag Gazi,2,0,32,0,16.00,0,0
19,2011/12,14th,Feb 16 2012,Abdul Razzaq,4,0,32,0,8.00,0,1
26,2011/12,7th,Feb 13 2012,Ahmed Shehzad,4,0,24,0,6.00,0,0
30,2011/12,3rd,Feb 11 2012,Nasir Hossain,1,0,2,1,2.00,0,0
31,2011/12,2nd,Feb 10 2012,Arafat Sunny,3.5,0,44,1,11.47,0,0
24,2011/12,9th,Feb 14 2012,Qaiser Abbas,4,0,42,0,10.50,0,0
10,2012/13,Final,Feb 19 2013,Shakib Al Hasan,3,0,21,0,7.00,0,0
23,2011/12,10th,Feb 14 2012,Kieron Pollard,4,0,23,0,5.75,1,0
21,2011/12,12th,Feb 15 2012,Abdur Razzak,4,0,25,0,6.25,0,0
18,2011/12,15th,Feb 18 2012,Shafiul Islam,3,0,33,0,11.00,0,0
27,2011/12,6th,Feb 12 2012,Brad Hogg,4,0,19,1,4.75,0,0
22,2011/12,11th,Feb 15 2012,Brad Hogg,4,0,31,1,7.75,0,0
20,2011/12,13th,Feb 16 2012,Nazmul Islam,3.4,0,28,1,7.63,0,0
19,2011/12,14th,Feb 16 2012,Saqlain Sajib,4,0,24,1,6.00,0,0
26,2011/12,7th,Feb 13 2012,Sohrawordi Shuvo,3,0,20,2,6.66,0,0
31,2011/12,2nd,Feb 10 2012,Enamul Haque jnr,4,0,27,3,6.75,1,0
24,2011/12,9th,Feb 14 2012,Marlon Samuels,4,0,22,1,5.50,0,0
10,2012/13,Final,Feb 19 2013,Saqlain Sajib,4,0,34,1,8.50,0,0
23,2011/12,10th,Feb 14 2012,Darren Stevens,2,0,24,1,12.00,0,0
21,2011/12,12th,Feb 15 2012,Sanath Jayasuriya,4,0,22,0,5.50,0,0
18,2011/12,15th,Feb 18 2012,Abdur Razzak,3,0,24,2,8.00,1,0
20,2011/12,13th,Feb 16 2012,Alauddin Babu,1,0,7,0,7.00,0,0
19,2011/12,14th,Feb 16 2012,Marlon Samuels,4,0,23,1,5.75,1,0
24,2011/12,9th,Feb 14 2012,Saqlain Sajib,4,0,29,1,7.25,1,0
10,2012/13,Final,Feb 19 2013,Mosharraf Hossain,4,0,26,3,6.50,0,0
23,2011/12,10th,Feb 14 2012,Mosharraf Hossain,1,0,19,0,19.00,0,0
21,2011/12,12th,Feb 15 2012,Andre Russell,3,0,25,0,8.33,0,1
18,2011/12,15th,Feb 18 2012,Sanath Jayasuriya,2,0,16,0,8.00,0,0
20,2011/12,13th,Feb 16 2012,Brad Hodge,2,0,25,1,12.50,0,0
24,2011/12,9th,Feb 14 2012,Fawad Alam,2,0,15,1,7.50,0,0
23,2011/12,10th,Feb 14 2012,Azhar Mahmood,4,0,42,2,10.50,2,0
442,2017/18,4th, Nov 5 2017,Akila Dananjaya,3,0,30,0,10.00,1,0
442,2017/18,4th, Nov 5 2017,Abu Jayed,4,0,29,2,7.25,3,0
438,2017/18,8th, Nov 8 2017,Mosharraf Hossain,1,0,13,0,13.00,0,0
444,2017/18,2nd, Nov 4 2017,Mashrafe Mortaza,4,1,18,1,4.50,0,0
445,2017/18,1st, Nov 4 2017,Nasir Hossain,4,0,21,2,5.25,1,0
443,2017/18,3rd, Nov 5 2017,Nasir Hossain,4,0,18,1,4.50,0,0
442,2017/18,4th, Nov 5 2017,Shafiul Islam,3,0,41,2,13.66,1,0
441,2017/18,5th, Nov 7 2017,Arafat Sunny,2,0,19,0,9.50,0,0
440,2017/18,6th, Nov 7 2017,Farhad Reza,4,0,41,1,10.25,0,0
439,2017/18,7th, Nov 8 2017,Mashrafe Mortaza,4,0,28,1,7.00,0,0
438,2017/18,8th, Nov 8 2017,Jofra Archer,4,0,25,2,6.25,0,0
444,2017/18,2nd, Nov 4 2017,Sohag Gazi,1,0,5,1,5.00,0,0
445,2017/18,1st, Nov 4 2017,Shuvagata Hom,3,0,27,0,9.00,1,0
443,2017/18,3rd, Nov 5 2017,Krishmar Santokie,4,0,30,2,7.50,2,0
437,2017/18,9th,Nov 11 2017,Mehidy Hasan Miraz,4,0,19,1,4.75,2,0
442,2017/18,4th, Nov 5 2017,Jofra Archer,4,0,34,1,8.50,3,1
441,2017/18,5th, Nov 7 2017,Al-Amin Hossain,4,0,28,1,7.00,0,0
440,2017/18,6th, Nov 7 2017,Kesrick Williams,4,0,39,2,9.75,1,0
439,2017/18,7th, Nov 8 2017,Sohag Gazi,3,0,23,0,7.66,0,0
438,2017/18,8th, Nov 8 2017,Shafiul Islam,4,0,20,1,5.00,0,0
444,2017/18,2nd, Nov 4 2017,Nazmul Islam,4,0,20,2,5.00,0,0
436,2017/18,10th,Nov 11 2017,Mosaddek Hossain,1,0,7,0,7.00,0,0
445,2017/18,1st, Nov 4 2017,Krishmar Santokie,4,0,36,0,9.00,1,0
443,2017/18,3rd, Nov 5 2017,Abul Hasan,4,0,41,0,10.25,0,0
437,2017/18,9th,Nov 11 2017,Mohammad Sami,4,0,19,0,4.75,0,0
442,2017/18,4th, Nov 5 2017,Mahmudullah,1,0,11,0,11.00,0,0
441,2017/18,5th, Nov 7 2017,Dwayne Bravo,4,0,29,2,7.25,0,0
440,2017/18,6th, Nov 7 2017,Hossain Ali,3,0,36,0,12.00,4,0
439,2017/18,7th, Nov 8 2017,Nazmul Islam,2,0,36,0,18.00,0,0
438,2017/18,8th, Nov 8 2017,Abu Jayed,4,0,40,0,10.00,0,0
444,2017/18,2nd, Nov 4 2017,Rubel Hossain,4,0,43,0,10.75,0,0
436,2017/18,10th,Nov 11 2017,Abu Hider,4,0,23,2,5.75,0,0
445,2017/18,1st, Nov 4 2017,Abul Hasan,4,0,24,2,6.00,0,0
435,2017/18,11th,Nov 12 2017,Sunzamul Islam,3,0,20,2,6.66,0,0
434,2017/18,12th,Nov 12 2017,Arafat Sunny,2,0,22,0,11.00,0,0
433,2017/18,13th,Nov 14 2017,Khaled Ahmed,1,0,9,0,9.00,0,0
443,2017/18,3rd, Nov 5 2017,Liam Plunkett,4,0,31,1,7.75,1,0
432,2017/18,14th,Nov 14 2017,Mohammad Nabi,3,0,19,1,6.33,1,0
429,2017/18,17th,Nov 17 2017,Mohammad Sami,4,0,36,1,9.00,0,0
437,2017/18,9th,Nov 11 2017,Farhad Reza,4,0,28,2,7.00,1,0
442,2017/18,4th, Nov 5 2017,Carlos Brathwaite,4,0,34,1,8.50,4,0
441,2017/18,5th, Nov 7 2017,Mohammad Nabi,2,0,18,1,9.00,0,0
440,2017/18,6th, Nov 7 2017,Mehidy Hasan Miraz,2,0,20,0,10.00,0,0
439,2017/18,7th, Nov 8 2017,Lasith Malinga,4,0,25,0,6.25,1,0
438,2017/18,8th, Nov 8 2017,Mahmudullah,3,0,12,2,4.00,1,0
444,2017/18,2nd, Nov 4 2017,Lasith Malinga,4,0,34,2,8.50,0,0
436,2017/18,10th,Nov 11 2017,Sunil Narine,4,0,10,3,2.50,0,0
428,2017/18,18th,Nov 17 2017,Abu Jayed,4,0,26,3,6.50,3,0
427,2017/18,19th,Nov 18 2017,Habibur Rahman,4,0,43,1,10.75,2,0
426,2017/18,20th,Nov 18 2017,Sohag Gazi,4,0,24,0,6.00,0,0
445,2017/18,1st, Nov 4 2017,Liam Plunkett,4,0,20,2,5.00,1,1
435,2017/18,11th,Nov 12 2017,Sikandar Raza,2,0,17,0,8.50,2,0
434,2017/18,12th,Nov 12 2017,Mohammad Nabi,4,0,15,3,3.75,1,0
433,2017/18,13th,Nov 14 2017,Mosaddek Hossain,3,0,15,0,5.00,0,0
443,2017/18,3rd, Nov 5 2017,Taijul Islam,4,0,22,2,5.50,1,0
432,2017/18,14th,Nov 14 2017,Al-Amin Hossain,2,0,23,0,11.50,2,0
429,2017/18,17th,Nov 17 2017,Mehidy Hasan Miraz,4,0,12,1,3.00,0,0
437,2017/18,9th,Nov 11 2017,Kesrick Williams,4,0,34,1,8.50,2,1
442,2017/18,4th, Nov 5 2017,Mohammad Shahid,4,0,17,1,4.25,0,0
441,2017/18,5th, Nov 7 2017,Rashid Khan,4,0,21,0,5.25,0,0
440,2017/18,6th, Nov 7 2017,Samit Patel,3,0,25,0,8.33,0,0
439,2017/18,7th, Nov 8 2017,Samiullah Shinwari,2,0,23,0,11.50,0,0
438,2017/18,8th, Nov 8 2017,Taijul Islam,4,0,19,3,4.75,0,0
444,2017/18,2nd, Nov 4 2017,Thisara Perera,2,0,23,0,11.50,1,0
436,2017/18,10th,Nov 11 2017,Shahid Afridi,4,0,12,4,3.00,0,0
428,2017/18,18th,Nov 17 2017,Kyle Abbott,4,0,33,0,8.25,2,1
427,2017/18,19th,Nov 18 2017,Mehidy Hasan Miraz,4,0,31,2,7.75,0,0
426,2017/18,20th,Nov 18 2017,Mashrafe Mortaza,4,0,22,2,5.50,0,0
445,2017/18,1st, Nov 4 2017,Shakib Al Hasan,4,0,23,0,5.75,0,0
435,2017/18,11th,Nov 12 2017,Dilshan Munaweera,3,0,16,1,5.33,0,0
434,2017/18,12th,Nov 12 2017,Al-Amin Hossain,3,0,24,1,8.00,0,0
433,2017/18,13th,Nov 14 2017,Shahid Afridi,4,0,23,1,5.75,0,0
443,2017/18,3rd, Nov 5 2017,Arafat Sunny,1,0,9,0,9.00,0,0
432,2017/18,14th,Nov 14 2017,Arafat Sunny,3,0,14,0,4.66,0,0
429,2017/18,17th,Nov 17 2017,Kesrick Williams,4,0,32,2,8.00,1,0
437,2017/18,9th,Nov 11 2017,James Franklin,3,0,14,1,4.66,1,0
442,2017/18,4th, Nov 5 2017,Abu Hider,3,0,13,3,4.33,0,0
441,2017/18,5th, Nov 7 2017,Mohammad Saifuddin,4,0,24,3,6.00,0,0
440,2017/18,6th, Nov 7 2017,James Franklin,4,0,38,1,9.50,1,1
439,2017/18,7th, Nov 8 2017,Ravi Bopara,3,0,14,2,4.66,0,1
438,2017/18,8th, Nov 8 2017,Nasir Hossain,2,0,18,0,9.00,0,0
444,2017/18,2nd, Nov 4 2017,Mehidy Hasan Miraz,4,0,31,1,7.75,0,0
436,2017/18,10th,Nov 11 2017,Shakib Al Hasan,2,0,10,0,5.00,0,0
428,2017/18,18th,Nov 17 2017,Shafiul Islam,4,0,41,0,10.25,2,0
424,2017/18,22nd,Nov 20 2017,Nasir Hossain,4,1,27,1,6.75,0,0
425,2017/18,21st,Nov 20 2017,Mahedi Hasan,4,0,33,0,8.25,0,0
423,2017/18,23rd,Nov 21 2017,Abu Jayed,4,0,29,2,7.25,0,0
422,2017/18,24th,Nov 21 2017,Abu Hider,2,0,9,0,4.50,0,0
427,2017/18,19th,Nov 18 2017,Farhad Reza,3,0,40,0,13.33,0,0
426,2017/18,20th,Nov 18 2017,Rubel Hossain,4,0,45,1,11.25,1,0
445,2017/18,1st, Nov 4 2017,Mohammad Shahid,1,0,14,0,14.00,0,0
435,2017/18,11th,Nov 12 2017,Subashis Roy,3,0,21,1,7.00,0,0
434,2017/18,12th,Nov 12 2017,Rashid Khan,4,0,7,1,1.75,0,0
433,2017/18,13th,Nov 14 2017,Shakib Al Hasan,3,0,32,1,10.66,0,0
443,2017/18,3rd, Nov 5 2017,Mohammad Nabi,4,0,22,1,5.50,0,0
432,2017/18,14th,Nov 14 2017,Mohammad Saifuddin,4,0,30,1,7.50,0,0
429,2017/18,17th,Nov 17 2017,Farhad Reza,3,0,43,0,14.33,0,0
437,2017/18,9th,Nov 11 2017,Mashrafe Mortaza,4,0,27,0,6.75,0,0
442,2017/18,4th, Nov 5 2017,Shakib Al Hasan,2,0,25,2,12.50,0,0
441,2017/18,5th, Nov 7 2017,Sunzamul Islam,3,0,27,0,9.00,1,0
440,2017/18,6th, Nov 7 2017,Nasir Hossain,4,0,33,0,8.25,3,0
439,2017/18,7th, Nov 8 2017,Thisara Perera,2,0,16,1,8.00,0,0
438,2017/18,8th, Nov 8 2017,Krishmar Santokie,2,0,16,0,8.00,1,0
444,2017/18,2nd, Nov 4 2017,Samit Patel,2,0,14,0,7.00,0,0
436,2017/18,10th,Nov 11 2017,Mohammad Shahid,3,0,21,0,7.00,0,0
428,2017/18,18th,Nov 17 2017,Carlos Brathwaite,2,0,20,0,10.00,1,0
424,2017/18,22nd,Nov 20 2017,Shuvagata Hom,1,0,12,0,12.00,0,0
425,2017/18,21st,Nov 20 2017,Hasan Ali,3.3,0,20,5,5.71,0,0
423,2017/18,23rd,Nov 21 2017,Junaid Khan,4,0,27,4,6.75,1,0
422,2017/18,24th,Nov 21 2017,Sunil Narine,4,0,29,0,7.25,0,0
427,2017/18,19th,Nov 18 2017,Hossain Ali,4,0,38,3,9.50,3,0
426,2017/18,20th,Nov 18 2017,Nazmul Islam,3,0,24,0,8.00,0,0
445,2017/18,1st, Nov 4 2017,Saqlain Sajib,2,0,23,0,11.50,0,0
435,2017/18,11th,Nov 12 2017,Taskin Ahmed,4,0,43,3,10.75,1,0
434,2017/18,12th,Nov 12 2017,Dwayne Bravo,4,0,28,1,7.00,3,0
433,2017/18,13th,Nov 14 2017,Abu Hider,4,0,40,2,10.00,1,0
443,2017/18,3rd, Nov 5 2017,Al-Amin Hossain,3,0,27,0,9.00,0,0
432,2017/18,14th,Nov 14 2017,Rashid Khan,4,0,17,1,4.25,0,0
429,2017/18,17th,Nov 17 2017,James Franklin,3,0,17,1,5.66,0,0
437,2017/18,9th,Nov 11 2017,Lasith Malinga,3,0,30,0,10.00,2,0
442,2017/18,4th, Nov 5 2017,Sunil Narine,3.1,0,32,2,10.10,2,0
441,2017/18,5th, Nov 7 2017,Sohrawordi Shuvo,3,0,29,0,9.66,2,0
440,2017/18,6th, Nov 7 2017,Kamrul Islam,4,0,54,1,13.50,4,1
439,2017/18,7th, Nov 8 2017,Sunzamul Islam,2,0,21,1,10.50,2,0
438,2017/18,8th, Nov 8 2017,Danushka Gunathilaka,1,0,8,0,8.00,0,0
444,2017/18,2nd, Nov 4 2017,Nihaduzzaman,3,0,23,0,7.66,0,0
436,2017/18,10th,Nov 11 2017,Cameron Delport,1,0,10,0,10.00,1,0
428,2017/18,18th,Nov 17 2017,Mahmudullah,4,0,22,1,5.50,0,0
424,2017/18,22nd,Nov 20 2017,Danushka Gunathilaka,2,0,24,0,12.00,0,0
425,2017/18,21st,Nov 20 2017,Rashid Khan,4,1,17,1,4.25,0,0
423,2017/18,23rd,Nov 21 2017,Shafiul Islam,4,0,35,0,8.75,0,0
422,2017/18,24th,Nov 21 2017,Mohammad Amir,4,0,34,1,8.50,1,0
427,2017/18,19th,Nov 18 2017,James Franklin,3,0,29,0,9.66,1,0
426,2017/18,20th,Nov 18 2017,Ravi Bopara,1,0,8,0,8.00,0,0
445,2017/18,1st, Nov 4 2017,Abu Hider,3,0,27,0,9.00,0,0
435,2017/18,11th,Nov 12 2017,Tanbir Hayder,4,0,44,0,11.00,0,0
434,2017/18,12th,Nov 12 2017,Mohammad Sami,3,0,13,0,4.33,0,0
433,2017/18,13th,Nov 14 2017,Sunil Narine,4,0,22,1,5.50,0,0
443,2017/18,3rd, Nov 5 2017,Rashid Khan,4,0,18,1,4.50,0,0
432,2017/18,14th,Nov 14 2017,Dwayne Bravo,4,0,32,1,8.00,0,0
429,2017/18,17th,Nov 17 2017,Samit Patel,2,0,6,1,3.00,0,0
437,2017/18,9th,Nov 11 2017,Abdur Razzak,3.4,0,34,0,9.27,3,0
442,2017/18,4th, Nov 5 2017,Khaled Ahmed,4,0,34,2,8.50,2,0
441,2017/18,5th, Nov 7 2017,Taskin Ahmed,3,0,36,0,12.00,0,1
440,2017/18,6th, Nov 7 2017,Taijul Islam,4,0,31,0,7.75,0,0
439,2017/18,7th, Nov 8 2017,Subashis Roy,4,0,35,1,8.75,0,0
438,2017/18,8th, Nov 8 2017,Abul Hasan,3,0,39,0,13.00,1,0
444,2017/18,2nd, Nov 4 2017,Farhad Reza,3.5,0,30,1,7.82,0,0
436,2017/18,10th,Nov 11 2017,Tim Bresnan,2,0,20,2,10.00,2,0
428,2017/18,18th,Nov 17 2017,Sikandar Raza,3,0,20,1,6.66,0,0
424,2017/18,22nd,Nov 20 2017,Tim Bresnan,4,0,23,1,5.75,0,0
425,2017/18,21st,Nov 20 2017,Shoaib Malik,3,0,16,0,5.33,0,0
423,2017/18,23rd,Nov 21 2017,Carlos Brathwaite,4,0,33,1,8.25,0,0
422,2017/18,24th,Nov 21 2017,Shahid Afridi,4,0,39,2,9.75,1,0
427,2017/18,19th,Nov 18 2017,Samit Patel,2,0,18,1,9.00,0,0
426,2017/18,20th,Nov 18 2017,Thisara Perera,4,0,26,2,6.50,0,0
445,2017/18,1st, Nov 4 2017,Adil Rashid,4,0,31,1,7.75,0,0
435,2017/18,11th,Nov 12 2017,Abu Jayed,4,0,35,4,8.75,2,0
434,2017/18,12th,Nov 12 2017,Farhad Reza,2,0,31,1,15.50,0,0
433,2017/18,13th,Nov 14 2017,Abu Jayed,3,0,24,1,8.00,0,0
443,2017/18,3rd, Nov 5 2017,Dwayne Bravo,3.5,0,34,2,8.86,2,0
432,2017/18,14th,Nov 14 2017,Dilshan Munaweera,4,0,17,2,4.25,1,0
429,2017/18,17th,Nov 17 2017,Nasir Hossain,4,0,20,1,5.00,0,0
437,2017/18,9th,Nov 11 2017,Nazmul Islam,1,0,10,0,10.00,0,0
441,2017/18,5th, Nov 7 2017,Subashis Roy,3.2,0,24,2,7.20,0,0
440,2017/18,6th, Nov 7 2017,Abul Hasan,4,0,22,3,5.50,1,0
439,2017/18,7th, Nov 8 2017,Taskin Ahmed,4,0,31,3,7.75,2,0
438,2017/18,8th, Nov 8 2017,Mohammad Sharif,4,0,27,0,6.75,0,0
444,2017/18,2nd, Nov 4 2017,Kesrick Williams,3,0,30,1,10.00,2,1
436,2017/18,10th,Nov 11 2017,Taijul Islam,2,0,35,0,17.50,0,0
428,2017/18,18th,Nov 17 2017,Sunzamul Islam,4,0,33,1,8.25,0,0
424,2017/18,22nd,Nov 20 2017,Liam Plunkett,4,0,49,1,12.25,0,1
425,2017/18,21st,Nov 20 2017,Mohammad Saifuddin,3,0,29,2,9.66,1,1
423,2017/18,23rd,Nov 21 2017,Seekkuge Prasanna,1,0,15,0,15.00,0,0
422,2017/18,24th,Nov 21 2017,Mosaddek Hossain,1,0,4,1,4.00,0,0
427,2017/18,19th,Nov 18 2017,Abu Hider,2.2,0,11,3,4.71,2,0
426,2017/18,20th,Nov 18 2017,Mahedi Hasan,4,0,15,2,3.75,1,0
445,2017/18,1st, Nov 4 2017,Cameron Delport,1,0,7,0,7.00,0,0
435,2017/18,11th,Nov 12 2017,Jofra Archer,4,0,30,1,7.50,0,0
434,2017/18,12th,Nov 12 2017,Mehidy Hasan Miraz,3,0,13,0,4.33,1,0
433,2017/18,13th,Nov 14 2017,Shafiul Islam,4,0,24,2,6.00,1,0
443,2017/18,3rd, Nov 5 2017,Mohammad Saifuddin,2,0,9,0,4.50,0,0
432,2017/18,14th,Nov 14 2017,Sikandar Raza,4,0,30,0,7.50,3,0
429,2017/18,17th,Nov 17 2017,Tim Bresnan,3,0,24,0,8.00,1,0
437,2017/18,9th,Nov 11 2017,Ravi Bopara,2,0,17,0,8.50,0,0
441,2017/18,5th, Nov 7 2017,Sikandar Raza,3,0,17,0,5.66,0,0
440,2017/18,6th, Nov 7 2017,Liam Plunkett,4,0,29,3,7.25,1,0
439,2017/18,7th, Nov 8 2017,Luis Reece,4,0,26,2,6.50,0,0
438,2017/18,8th, Nov 8 2017,Ross Whiteley,2,0,10,1,5.00,1,0
444,2017/18,2nd, Nov 4 2017,James Franklin,3,0,26,1,8.66,1,0
436,2017/18,10th,Nov 11 2017,Abul Hasan,1,0,10,0,10.00,1,0
428,2017/18,18th,Nov 17 2017,Taskin Ahmed,3,0,38,1,12.66,3,0
424,2017/18,22nd,Nov 20 2017,Abul Hasan,4,0,24,2,6.00,3,0
425,2017/18,21st,Nov 20 2017,Mohammad Amir,4,0,28,2,7.00,1,0
423,2017/18,23rd,Nov 21 2017,Afif Hossain,3,0,23,1,7.66,0,0
422,2017/18,24th,Nov 21 2017,Shakib Al Hasan,3.5,0,16,5,4.17,0,0
427,2017/18,19th,Nov 18 2017,Shakib Al Hasan,4,0,22,2,5.50,2,0
426,2017/18,20th,Nov 18 2017,Al-Amin Hossain,4,0,33,1,8.25,0,0
435,2017/18,11th,Nov 12 2017,Shafiul Islam,4,0,24,1,6.00,1,0
434,2017/18,12th,Nov 12 2017,Kesrick Williams,3,0,33,0,11.00,1,1
433,2017/18,13th,Nov 14 2017,Jofra Archer,4,0,26,1,6.50,0,1
432,2017/18,14th,Nov 14 2017,Chris Jordan,2,0,21,0,10.50,3,0
429,2017/18,17th,Nov 17 2017,Liam Plunkett,3,0,29,0,9.66,3,0
437,2017/18,9th,Nov 11 2017,Thisara Perera,2,0,12,1,6.00,0,0
439,2017/18,7th, Nov 8 2017,Sikandar Raza,2,0,16,0,8.00,1,0
436,2017/18,10th,Nov 11 2017,Nasir Hossain,1,0,11,0,11.00,0,0
428,2017/18,18th,Nov 17 2017,Chris Jordan,3.2,0,28,0,8.40,1,0
424,2017/18,22nd,Nov 20 2017,Mashrafe Mortaza,4,0,18,1,4.50,0,0
425,2017/18,21st,Nov 20 2017,Abu Hider,4,0,25,1,6.25,0,0
423,2017/18,23rd,Nov 21 2017,Mohammad Sami,4,0,29,3,7.25,2,0
422,2017/18,24th,Nov 21 2017,Mashrafe Mortaza,4,0,30,2,7.50,2,2
427,2017/18,19th,Nov 18 2017,Sunil Narine,4,0,32,0,8.00,2,0
426,2017/18,20th,Nov 18 2017,Hasan Ali,4,0,39,1,9.75,1,1
435,2017/18,11th,Nov 12 2017,Carlos Brathwaite,4,0,29,1,7.25,5,0
434,2017/18,12th,Nov 12 2017,James Franklin,1,0,8,0,8.00,0,0
433,2017/18,13th,Nov 14 2017,Akila Dananjaya,4,0,17,1,4.25,0,0
432,2017/18,14th,Nov 14 2017,Subashis Roy,1,0,14,0,14.00,0,0
429,2017/18,17th,Nov 17 2017,Taijul Islam,2.3,0,32,0,12.80,0,0
436,2017/18,10th,Nov 11 2017,Danushka Gunathilaka,1,0,10,0,10.00,0,0
428,2017/18,18th,Nov 17 2017,Al-Amin,2,0,14,1,7.00,0,0
424,2017/18,22nd,Nov 20 2017,Sohag Gazi,1,0,6,1,6.00,0,0
425,2017/18,21st,Nov 20 2017,Sunil Narine,4,0,17,2,4.25,0,0
423,2017/18,23rd,Nov 21 2017,Hossain Ali,4,0,38,1,9.50,4,0
422,2017/18,24th,Nov 21 2017,Sohag Gazi,4,0,18,2,4.50,0,0
427,2017/18,19th,Nov 18 2017,Mosaddek Hossain,1,0,18,0,18.00,1,0
426,2017/18,20th,Nov 18 2017,Rashid Khan,4,0,19,2,4.75,2,0
435,2017/18,11th,Nov 12 2017,Mosharraf Hossain,3,0,22,0,7.33,0,0
434,2017/18,12th,Nov 12 2017,Nihaduzzaman,3,0,16,0,5.33,0,0
433,2017/18,13th,Nov 14 2017,Carlos Brathwaite,2.5,0,34,0,12.00,0,0
432,2017/18,14th,Nov 14 2017,Sunzamul Islam,3,0,14,2,4.66,1,0
429,2017/18,17th,Nov 17 2017,Nabil Samad,3,0,27,1,9.00,0,1
